id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,399,384,405,442,473
100200-1,9,10,11,14,17
100200-2,0,0,0,0,0
100300-1,15,7,0,0,0
100300-2,0,0,0,0,0
100300-3,0,0,0,0,0
100400-1,113,115,123,120,119
100400-2,0,0,0,0,0
100500-1,6,6,7,7,8
100500-2,0,0,0,0,0
100500-3,0,0,0,0,0
100601-1,132,123,117,118,132
100602-1,19,11,0,0,0
100602-2,0,0,0,0,0
100700-1,0,0,0,0,0
100700-2,0,0,0,0,0
100800-1,968,926,889,821,792
100800-2,51,57,62,67,69
100900-1,18,7,0,0,0
100900-2,0,0,0,0,0
101001-1,0,0,0,0,0
101001-2,0,0,0,0,0
101002-1,0,0,0,0,0
101002-2,0,0,0,0,0
101101-1,0,0,0,0,0
101102-1,0,0,0,0,0
101102-2,0,0,0,0,0
101102-3,0,0,0,0,0
101102-4,0,0,0,0,0
101103-1,0,0,0,0,0
101201-1,0,0,0,0,0
101202-1,0,0,0,0,0
101202-2,2,1,0,0,0
101303-1,0,0,0,0,0
101303-2,0,0,0,0,0
101303-3,2,1,0,0,0
101304-1,0,0,0,0,0
101304-2,0,0,0,0,0
101304-3,0,0,0,0,0
101305-1,0,0,0,0,0
101306-1,0,0,0,0,0
101306-2,0,0,0,0,0
101306-3,2,1,0,0,0
101307-1,0,0,0,0,0
101400-1,1083,1027,955,987,979
101400-2,0,0,0,0,0
101400-3,0,0,0,0,0
101500-1,0,0,0,0,0
101500-2,0,0,0,0,0
101500-3,0,0,0,0,0
101500-4,0,0,0,0,0
101600-1,0,0,0,0,0
101600-2,0,0,0,0,0
101600-3,0,0,0,0,0
101700-1,73,72,74,80,85
101700-2,0,0,0,0,0
101700-3,0,0,0,0,0
101700-4,0,0,0,0,0
101700-5,0,0,0,0,0
101802-1,0,0,0,0,0
101802-2,0,0,0,0,0
101802-3,2,1,0,0,0
101802-4,0,0,0,0,0
101803-1,180,135,111,112,109
101803-2,0,0,0,0,0
101804-1,64,83,105,102,99
101804-2,0,0,0,0,0
101902-1,0,0,0,0,0
101903-1,175,224,291,324,337
101903-2,0,0,0,0,0
101903-3,0,0,0,0,0
101904-1,0,0,0,0,0
102001-1,0,0,0,0,0
102001-2,0,0,0,0,0
102002-1,0,0,0,0,0
102002-2,0,0,0,0,0
102002-3,0,0,0,0,0
102003-1,0,0,0,0,0
102004-1,0,0,0,0,0
102005-1,0,0,0,0,0
102005-2,0,0,0,0,0
102005-3,0,0,0,0,0
102005-4,0,0,0,0,0
102006-1,0,0,0,0,0
980100-1,160,224,283,283,277
